Ticker,Company Name,Country,State,Exchange,Sector,Industry,IPO Date
ATRI,Atrion Corporation,US,TX,NASDAQ,Healthcare,Medical Instruments & Supplies,1980-03-18
ATRO,Astronics Corporation,US,NY,NASDAQ,Industrials,Aerospace & Defense,1972-04-20
ATSG,Air Transport Services Group Inc.,US,OH,NASDAQ,Industrials,Airlines,2003-07-23
ATTO,Atento S.A.,LU,,NYSE,Industrials,Specialty Business Services,2014-10-02
ATUS,Altice USA Inc.,US,NY,NYSE,Communication Services,Telecom Services,2017-06-22
ATVI,Activision Blizzard Inc.,US,CA,NASDAQ,Communication Services,Electronic Gaming & Multimedia,1983-06-10
ATXG,Addentax Group Corp.,CN,,PNK,Industrials,Integrated Freight & Logistics,2016-12-13
ATXI,Avenue Therapeutics Inc.,US,NY,NASDAQ,Healthcare,Biotechnology,2017-06-27
ATXS,Astria Therapeutics Inc.,US,MA,NASDAQ,Healthcare,Biotechnology,2015-06-25
AU,AngloGold Ashanti Limited,ZA,,NYSE,Basic Materials,Gold,2001-08-29
AUB,Atlantic Union Bankshares Corporation,US,VA,NASDAQ,Financial Services,Banks-Regional,1993-10-06
AUBN,Auburn National Bancorporation Inc.,US,AL,NASDAQ,Financial Services,Banks-Regional,1995-07-20
AUDC,AudioCodes Ltd.,IL,,NASDAQ,Technology,Communication Equipment,1999-05-28
AUGX,Augmedix Inc.,US,CA,NASDAQ,Healthcare,Health Information Services,2021-08-09
AUID,authID Inc.,US,CO,NASDAQ,Technology,Software-Infrastructure,2021-07-19
AULT,Ault Alliance Inc.,US,NV,ASE,Industrials,Aerospace & Defense,1996-12-17
AUMN,Golden Minerals Company,US,CO,AMEX,Basic Materials,Other Precious Metals & Mining,1997-11-25
AUPH,Aurinia Pharmaceuticals Inc.,CA,BC,NASDAQ,Healthcare,Biotechnology,2000-09-19
AUR,Aurora Innovation Inc.,US,PA,NASDAQ,Technology,Information Technology Services,2021-05-10
AURA,Aura Biosciences Inc.,US,MA,NASDAQ,Healthcare,Biotechnology,2021-10-29
AUROW,Aurora Innovation Inc.,US,CA,NASDAQ,,Information Technology Services,2021-11-04
AUST,Austin Gold Corp.,CA,BC,AMEX,Basic Materials,Gold,2015-11-10
AUTL,Autolus Therapeutics plc,GB,,NASDAQ,Healthcare,Biotechnology,2018-06-22
AUUD,Auddia Inc.,US,CO,NASDAQ,Technology,Software-Application,2021-02-17
AUUDW,Auddia Inc.,US,CO,NASDAQ,,,2021-02-17
AUVI,Applied UV Inc.,US,NY,NASDAQ,Consumer Cyclical,Furnishings, Fixtures & Appliances,2020-08-31
AVA,Avista Corporation,US,WA,NYSE,Utilities,Utilities-Diversified,1981-05-22
AVAH,Aveanna Healthcare Holdings Inc.,US,GA,NASDAQ,Healthcare,Medical Care Facilities,2021-04-28
AVAL,Grupo Aval Acciones y Valores S.A.,CO,,NYSE,Financial Services,Banks-Regional,2014-09-23
AVAV,AeroVironment Inc.,US,VA,NASDAQ,Industrials,Aerospace & Defense,2007-01-23
AVB,AvalonBay Communities Inc.,US,VA,NYSE,Real Estate,REIT-Residential,1994-03-11
AVCO,Avalon GloboCare Corp.,US,NEW JERSEY,NASDAQ,Real Estate,Real Estate Services,2016-02-22
AVCT,American Virtual Cloud Technologies Inc.,US,GA,NASDAQ,Technology,Information Technology Services,2017-07-27
AVCTW,American Virtual Cloud Technologies Inc,US,,NASDAQ,Industrials,,2017-08-08
AVD,American Vanguard Corporation,US,CA,NYSE,Basic Materials,Agricultural Inputs,1987-03-03
AVDL,Avadel Pharmaceuticals plc,IE,,NASDAQ,Healthcare,Drug Manufacturers-Specialty & Generic,1952-01-16
AVDX,AvidXchange Holdings Inc.,US,NC,NASDAQ,Technology,Software-Infrastructure,2011-05-27
AVEO,AVEO Pharmaceuticals Inc.,US,MA,NASDAQ,Healthcare,Biotechnology,2010-03-12
AVGO,Broadcom Inc.,US,CA,NASDAQ,Technology,Semiconductors,2016-02-01
AVGOP,Broadcom Inc.,US,CA,NASDAQ,Technology,Semiconductors,2019-09-25
AVGR,Avinger Inc.,US,CA,NASDAQ,Healthcare,Medical Instruments & Supplies,2015-01-30
AVHI,Achari Ventures Holdings Corp. I,US,NJ,NASDAQ,Financial Services,Shell Companies,2021-11-17
AVID,Avid Technology Inc.,US,MA,NASDAQ,Communication Services,Electronic Gaming & Multimedia,1993-03-12
AVIR,Atea Pharmaceuticals Inc.,US,MA,NASDAQ,Healthcare,Biotechnology,2020-10-30
AVK,Advent Convertible and Income Fund,US,NY,NYSE,Financial Services,Asset Management,2003-04-30
AVNS,Avanos Medical Inc.,US,GA,NYSE,Healthcare,Medical Devices,2014-10-21
AVNT,Avient Corporation,US,OH,NYSE,Basic Materials,Specialty Chemicals,1999-01-04
AVNW,Aviat Networks Inc.,US,TX,NASDAQ,Technology,Communication Equipment,1987-05-19
AVO,Mission Produce Inc.,US,CA,NASDAQ,Consumer Defensive,Food Distribution,2020-10-01
AVPT,AvePoint Inc.,US,NJ,NASDAQ,Technology,Software-Infrastructure,2021-06-28
AVPTW,AvePoint Inc,,,NASDAQ,,,
AVRO,AVROBIO Inc.,US,MA,NASDAQ,Healthcare,Biotechnology,2018-06-21
AVT,Avnet Inc.,US,AZ,NASDAQ,Technology,Electronics & Computer Distribution,1960-12-30
AVTA,Avantax Inc.,US,TX,NASDAQ,Financial Services,Asset Management,1998-12-15
AVTE,Aerovate Therapeutics Inc.,US,MA,NASDAQ,Healthcare,Biotechnology,2021-06-30
AVTR,Avantor Inc.,US,PA,NYSE,Basic Materials,Specialty Chemicals,2019-05-17
AVTX,Avalo Therapeutics Inc.,US,MD,NASDAQ,Healthcare,Biotechnology,2015-10-14
AVXL,Anavex Life Sciences Corp.,US,NY,NASDAQ,Healthcare,Biotechnology,2006-04-13
AVY,Avery Dennison Corporation,US,CA,NYSE,Industrials,Business Equipment & Supplies,1967-06-20
AVYA,Avaya Holdings Corp.,US,NC,NYSE,Technology,Software-Application,2017-12-18
AWF,AllianceBernstein Global High Income Fund,US,TN,NYSE,Financial Services,Asset Management,1993-07-27
AWH,Aspira Women's Health Inc.,US,TX,NASDAQ,Healthcare,Diagnostics & Research,2006-07-12
AWI,Armstrong World Industries Inc.,US,PA,NYSE,Industrials,Building Products & Equipment,2006-10-11
AWIN,AERWINS Technologies Inc.,JP,,NASDAQ,Technology,Scientific & Technical Instruments,2021-10-12
AWK,American Water Works Company Inc.,US,NJ,NYSE,Utilities,Utilities-Regulated Water,2008-04-23
AWP,abrdn Global Premier Properties Fund,GB,,NYSE,Financial Services,Asset Management,2007-04-26
AWR,American States Water Company,US,CA,NYSE,Utilities,Utilities-Regulated Water,1980-03-17
AWRE,Aware Inc.,US,MA,NASDAQ,Technology,Software-Application,1996-08-09
AWX,Avalon Holdings Corporation,US,OH,AMEX,Industrials,Waste Management,1998-05-29
AX,Axos Financial Inc.,US,NV,NYSE,Financial Services,Banks-Regional,2005-03-16
AXAC,AXIOS Sustainable Growth Acquisition Corporation,US,GA,NYSE,Financial Services,Shell Companies,
AXDX,Accelerate Diagnostics Inc.,US,AZ,NASDAQ,Healthcare,Medical Devices,1993-10-27
AXGN,AxoGen Inc.,US,FL,NASDAQ,Healthcare,Medical Devices,1986-12-17
AXHI,Industrial Human Capital Inc.,US,FL,PNK,Financial Services,Shell Companies,2021-12-10
AXL,American Axle & Manufacturing Holdings Inc.,US,MI,NYSE,Consumer Cyclical,Auto Parts,1999-01-29
AXLA,Axcella Health Inc.,US,MA,NASDAQ,Healthcare,Biotechnology,2019-05-09
AXNX,Axonics Inc.,US,CA,NASDAQ,Healthcare,Medical Devices,2018-10-31
AXON,Axon Enterprise Inc.,US,AZ,NASDAQ,Industrials,Aerospace & Defense,2001-06-07
AXP,American Express Company,US,NY,NYSE,Financial Services,Credit Services,1977-05-18
AXR,AMREP Corporation,US,PA,NYSE,Real Estate,Real Estate-Development,1980-03-17
AXS,AXIS Capital Holdings Limited,BM,,NYSE,Financial Services,Insurance-Property & Casualty,2003-07-01
AXSM,Axsome Therapeutics Inc.,US,NY,NASDAQ,Healthcare,Biotechnology,2015-11-19
AXTA,Axalta Coating Systems Ltd.,US,PA,NYSE,Basic Materials,Specialty Chemicals,2014-11-12
AXTI,AXT Inc.,US,CA,NASDAQ,Technology,Semiconductor Equipment & Materials,1998-05-21
AY,Atlantica Sustainable Infrastructure plc,GB,,NASDAQ,Utilities,Utilities-Renewable,2014-06-13
AYI,Acuity Brands Inc.,US,GA,NYSE,Industrials,Electrical Equipment & Parts,2002-10-24
AYLA,Ayala Pharmaceuticals Inc.,IL,,NASDAQ,Healthcare,Biotechnology,2020-05-08
AYRO,Ayro Inc.,US,TX,NASDAQ,Consumer Cyclical,Auto Manufacturers,2000-01-10
AYTU,Aytu BioPharma Inc.,US,CO,NASDAQ,Healthcare,Drug Manufacturers-Specialty & Generic,2017-10-20
AYX,Alteryx Inc.,US,CA,NYSE,Technology,Software-Application,2017-03-24
AZ,A2Z Smart Technologies Corp.,CA,BC,NASDAQ,Industrials,Aerospace & Defense,2022-01-05
AZEK,The AZEK Company Inc.,US,IL,NYSE,Industrials,Building Products & Equipment,2020-06-12
AZN,AstraZeneca PLC,GB,,NASDAQ,Healthcare,Drug Manufacturers-General,2001-08-29
AZO,AutoZone Inc.,US,TN,NYSE,Consumer Cyclical,Specialty Retail,1991-04-02
AZPN,Aspen Technology Inc.,US,MA,NASDAQ,Technology,Software-Application,1994-10-27
AZRE,Azure Power Global Limited,IN,,NYSE,Utilities,Utilities-Renewable,2016-10-12
AZTA,Azenta Inc.,US,MA,NASDAQ,Healthcare,Medical Instruments & Supplies,1995-02-02
AZUL,Azul S.A.,BR,SP,NYSE,Industrials,Airlines,2017-04-11
AZYO,Aziyo Biologics Inc.,US,MD,NASDAQ,Healthcare,Medical Devices,2020-10-08
AZZ,AZZ Inc.,US,TX,NYSE,Industrials,Metal Fabrication,1980-03-17
